Date,Location,Station,Trap_Number,Number_Crabs,Temperature,Salinity,Month,Day,Year,MonYr,Season
12/6/2006,TB,AMI,506,2,19.4,34.7,12,6,2006,6-Dec,4
12/6/2006,TB,AMI,204,4,19.4,34.7,12,6,2006,6-Dec,4
12/6/2006,TB,AMI,285,6,19.4,34.7,12,6,2006,6-Dec,4
12/6/2006,TB,AMI,214,2,19.4,34.7,12,6,2006,6-Dec,4
12/6/2006,TB,BNP,229,7,19.3,32.1,12,6,2006,6-Dec,4
12/6/2006,TB,BNP,583,6,19.3,32.1,12,6,2006,6-Dec,4
12/6/2006,TB,BNP,213,5,19.3,32.1,12,6,2006,6-Dec,4
12/6/2006,TB,BNP,528,4,19.3,32.1,12,6,2006,6-Dec,4
12/6/2006,TB,BNP,287,3,19.3,32.1,12,6,2006,6-Dec,4
12/6/2006,TB,PSK,275,8,19.5,32.6,12,6,2006,6-Dec,4
12/6/2006,TB,PSK,524,7,19.5,32.6,12,6,2006,6-Dec,4
12/6/2006,TB,PSK,502,6,19.5,32.6,12,6,2006,6-Dec,4
12/6/2006,TB,PSK,583,7,19.5,32.6,12,6,2006,6-Dec,4
12/6/2006,TB,PSK,534,4,19.5,32.6,12,6,2006,6-Dec,4
12/6/2006,TB,RSK,539,6,19.1,30.7,12,6,2006,6-Dec,4
12/6/2006,TB,RSK,250,7,19.1,30.7,12,6,2006,6-Dec,4
12/6/2006,TB,RSK,517,5,19.1,30.7,12,6,2006,6-Dec,4
12/6/2006,TB,RSK,529,6,19.1,30.7,12,6,2006,6-Dec,4
12/6/2006,TB,RSK,516,2,19.1,30.7,12,6,2006,6-Dec,4
12/20/2006,TB,AMI,506,1,18.9,33.1,12,20,2006,6-Dec,4
12/20/2006,TB,AMI,285,3,18.9,33.1,12,20,2006,6-Dec,4
12/20/2006,TB,AMI,214,4,18.9,33.1,12,20,2006,6-Dec,4
12/20/2006,TB,AMI,255,1,18.9,33.1,12,20,2006,6-Dec,4
12/20/2006,TB,AMI,204,3,18.9,33.1,12,20,2006,6-Dec,4
12/20/2006,TB,BNP,229,6,20,30.8,12,20,2006,6-Dec,4
12/20/2006,TB,BNP,287,10,20,30.8,12,20,2006,6-Dec,4
12/20/2006,TB,BNP,589,8,20,30.8,12,20,2006,6-Dec,4
12/20/2006,TB,BNP,213,6,20,30.8,12,20,2006,6-Dec,4
12/20/2006,TB,BNP,528,5,20,30.8,12,20,2006,6-Dec,4
12/20/2006,TB,PSK,583,7,19.6,31.5,12,20,2006,6-Dec,4
12/20/2006,TB,PSK,275,8,19.6,31.5,12,20,2006,6-Dec,4
12/20/2006,TB,PSK,524,4,19.6,31.5,12,20,2006,6-Dec,4
12/20/2006,TB,PSK,534,3,19.6,31.5,12,20,2006,6-Dec,4
12/20/2006,TB,RSK,517,10,20.1,36.1,12,20,2006,6-Dec,4
12/20/2006,TB,RSK,539,12,20.1,36.1,12,20,2006,6-Dec,4
12/20/2006,TB,RSK,504,5,20.1,36.1,12,20,2006,6-Dec,4
12/20/2006,TB,RSK,516,7,20.1,36.1,12,20,2006,6-Dec,4
12/20/2006,TB,RSK,529,4,20.1,36.1,12,20,2006,6-Dec,4
1/3/2007,TB,AMI,506,4,19.8,33.3,1,3,2007,7-Jan,1
1/3/2007,TB,AMI,214,4,19.8,33.3,1,3,2007,7-Jan,1
1/3/2007,TB,AMI,255,4,19.8,33.3,1,3,2007,7-Jan,1
1/3/2007,TB,AMI,204,6,19.8,33.3,1,3,2007,7-Jan,1
1/3/2007,TB,BNP,528,4,20.1,30.4,1,3,2007,7-Jan,1
1/3/2007,TB,BNP,213,5,20.1,30.4,1,3,2007,7-Jan,1
1/3/2007,TB,BNP,583,3,20.1,30.4,1,3,2007,7-Jan,1
1/3/2007,TB,BNP,229,5,20.1,30.4,1,3,2007,7-Jan,1
1/3/2007,TB,BNP,287,2,20.1,30.4,1,3,2007,7-Jan,1
1/3/2007,TB,PSK,534,3,19.9,31.1,1,3,2007,7-Jan,1
1/3/2007,TB,PSK,524,4,19.9,31.1,1,3,2007,7-Jan,1
1/3/2007,TB,PSK,583,8,19.9,31.1,1,3,2007,7-Jan,1
1/3/2007,TB,PSK,275,2,19.9,31.1,1,3,2007,7-Jan,1
1/3/2007,TB,RSK,529,6,20.1,30.1,1,3,2007,7-Jan,1
1/3/2007,TB,RSK,517,7,20.1,30.1,1,3,2007,7-Jan,1
1/3/2007,TB,RSK,539,8,20.1,30.1,1,3,2007,7-Jan,1
1/3/2007,TB,RSK,516,1,20.1,30.1,1,3,2007,7-Jan,1
1/3/2007,TB,RSK,504,5,20.1,30.1,1,3,2007,7-Jan,1
1/18/2007,TB,AMI,214,6,19.5,33.1,1,18,2007,7-Jan,1
1/18/2007,TB,AMI,506,3,19.5,33.1,1,18,2007,7-Jan,1
1/18/2007,TB,AMI,255,3,19.5,33.1,1,18,2007,7-Jan,1
1/18/2007,TB,AMI,204,3,19.5,33.1,1,18,2007,7-Jan,1
1/18/2007,TB,BNP,229,5,19.5,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,BNP,287,6,19.5,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,BNP,213,7,19.5,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,BNP,583,3,19.5,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,BNP,528,1,19.5,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,PSK,275,6,19.4,31.7,1,18,2007,7-Jan,1
1/18/2007,TB,PSK,534,4,19.4,31.7,1,18,2007,7-Jan,1
1/18/2007,TB,PSK,524,7,19.4,31.7,1,18,2007,7-Jan,1
1/18/2007,TB,PSK,583,3,19.4,31.7,1,18,2007,7-Jan,1
1/18/2007,TB,RSK,517,3,19.9,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,RSK,529,4,19.9,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,RSK,539,4,19.9,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,RSK,504,6,19.9,30.8,1,18,2007,7-Jan,1
1/18/2007,TB,RSK,516,4,19.9,30.8,1,18,2007,7-Jan,1
1/29/2007,TB,AMI,506,4,16.3,32.5,1,29,2007,7-Jan,1
1/29/2007,TB,AMI,214,2,16.3,32.5,1,29,2007,7-Jan,1
1/29/2007,TB,AMI,204,3,16.3,32.5,1,29,2007,7-Jan,1
1/29/2007,TB,AMI,255,3,16.3,32.5,1,29,2007,7-Jan,1
1/29/2007,TB,AMI,606,1,16.3,32.5,1,29,2007,7-Jan,1
1/29/2007,TB,PSK,275,2,,35,1,29,2007,7-Jan,1
1/29/2007,TB,PSK,534,10,,35,1,29,2007,7-Jan,1
1/29/2007,TB,PSK,583,10,,35,1,29,2007,7-Jan,1
1/29/2007,TB,PSK,524,6,,35,1,29,2007,7-Jan,1
1/29/2007,TB,PSK,537,4,,35,1,29,2007,7-Jan,1
1/29/2007,TB,BNP,229,4,,34,1,29,2007,7-Jan,1
1/29/2007,TB,BNP,287,3,,34,1,29,2007,7-Jan,1
1/29/2007,TB,BNP,528,3,,34,1,29,2007,7-Jan,1
1/29/2007,TB,BNP,213,6,,34,1,29,2007,7-Jan,1
1/29/2007,TB,BNP,583,7,,34,1,29,2007,7-Jan,1
1/29/2007,TB,RSK,539,6,,30,1,29,2007,7-Jan,1
1/29/2007,TB,RSK,504,6,,30,1,29,2007,7-Jan,1
1/29/2007,TB,RSK,516,8,,30,1,29,2007,7-Jan,1
1/29/2007,TB,RSK,517,4,,30,1,29,2007,7-Jan,1
1/29/2007,TB,RSK,529,5,,30,1,29,2007,7-Jan,1
2/9/2007,TB,AMI,606,7,19,36,2,9,2007,7-Feb,1
2/9/2007,TB,AMI,214,9,19,36,2,9,2007,7-Feb,1
2/9/2007,TB,AMI,506,9,19,36,2,9,2007,7-Feb,1
2/9/2007,TB,AMI,692,7,19,36,2,9,2007,7-Feb,1
2/9/2007,TB,AMI,255,6,19,36,2,9,2007,7-Feb,1
2/9/2007,TB,BNP,229,11,19,33,2,9,2007,7-Feb,1
2/9/2007,TB,BNP,287,9,19,33,2,9,2007,7-Feb,1
2/9/2007,TB,BNP,583,11,19,33,2,9,2007,7-Feb,1
2/9/2007,TB,BNP,213,7,19,33,2,9,2007,7-Feb,1
2/9/2007,TB,BNP,528,7,19,33,2,9,2007,7-Feb,1
2/9/2007,TB,PSK,275,4,18,33,2,9,2007,7-Feb,1
2/9/2007,TB,PSK,524,4,18,33,2,9,2007,7-Feb,1
2/9/2007,TB,PSK,534,5,18,33,2,9,2007,7-Feb,1
2/9/2007,TB,PSK,537,1,18,33,2,9,2007,7-Feb,1
2/9/2007,TB,PSK,583,9,18,33,2,9,2007,7-Feb,1
2/9/2007,TB,RSK,529,11,,,2,9,2007,7-Feb,1
2/9/2007,TB,RSK,504,10,,,2,9,2007,7-Feb,1
2/9/2007,TB,RSK,517,12,,,2,9,2007,7-Feb,1
2/9/2007,TB,RSK,539,9,,,2,9,2007,7-Feb,1
2/9/2007,TB,RSK,516,13,,,2,9,2007,7-Feb,1
2/19/2007,TB,AMI,606,4,15,32,2,19,2007,7-Feb,1
2/19/2007,TB,AMI,506,2,15,32,2,19,2007,7-Feb,1
2/19/2007,TB,AMI,255,3,15,32,2,19,2007,7-Feb,1
2/19/2007,TB,AMI,692,3,15,32,2,19,2007,7-Feb,1
2/19/2007,TB,PSK,524,4,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,PSK,534,4,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,PSK,537,6,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,PSK,583,4,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,PSK,275,1,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,BNP,528,11,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,BNP,229,5,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,BNP,583,5,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,BNP,213,5,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,BNP,287,5,16,33,2,19,2007,7-Feb,1
2/19/2007,TB,RSK,516,10,17,32,2,19,2007,7-Feb,1
2/19/2007,TB,RSK,517,9,17,32,2,19,2007,7-Feb,1
2/19/2007,TB,RSK,529,9,17,32,2,19,2007,7-Feb,1
2/19/2007,TB,RSK,504,5,17,32,2,19,2007,7-Feb,1
2/19/2007,TB,RSK,539,6,17,32,2,19,2007,7-Feb,1
3/8/2007,TB,AMI,685,12,19,36,3,8,2007,7-Mar,1
3/8/2007,TB,AMI,606,6,19,36,3,8,2007,7-Mar,1
3/8/2007,TB,AMI,255,8,19,36,3,8,2007,7-Mar,1
3/8/2007,TB,AMI,692,10,19,36,3,8,2007,7-Mar,1
3/8/2007,TB,AMI,533,8,19,36,3,8,2007,7-Mar,1
3/8/2007,TB,AMI,506,3,19,36,3,8,2007,7-Mar,1
3/8/2007,TB,BNP,528,9,22,30,3,8,2007,7-Mar,1
3/8/2007,TB,BNP,229,11,22,30,3,8,2007,7-Mar,1
3/8/2007,TB,BNP,287,10,22,30,3,8,2007,7-Mar,1
3/8/2007,TB,BNP,518,10,22,30,3,8,2007,7-Mar,1
3/8/2007,TB,BNP,213,10,22,30,3,8,2007,7-Mar,1
3/8/2007,TB,PSK,275,8,20,35,3,8,2007,7-Mar,1
3/8/2007,TB,PSK,524,11,20,35,3,8,2007,7-Mar,1
3/8/2007,TB,PSK,583,13,20,35,3,8,2007,7-Mar,1
3/8/2007,TB,PSK,534,11,20,35,3,8,2007,7-Mar,1
3/8/2007,TB,RSK,517,10,23,32,3,8,2007,7-Mar,1
3/8/2007,TB,RSK,529,11,23,32,3,8,2007,7-Mar,1
3/8/2007,TB,RSK,539,14,23,32,3,8,2007,7-Mar,1
3/8/2007,TB,RSK,504,9,23,32,3,8,2007,7-Mar,1
3/8/2007,TB,RSK,516,9,23,32,3,8,2007,7-Mar,1
3/8/2007,TB,PSK,537,0,20,35,3,8,2007,7-Mar,1
3/27/2007,TB,AMI,533,9,24,36,3,27,2007,7-Mar,1
3/27/2007,TB,AMI,506,7,24,36,3,27,2007,7-Mar,1
3/27/2007,TB,AMI,692,3,24,36,3,27,2007,7-Mar,1
3/27/2007,TB,BNP,528,10,24,35,3,27,2007,7-Mar,1
3/27/2007,TB,BNP,229,9,24,35,3,27,2007,7-Mar,1
3/27/2007,TB,BNP,287,4,24,35,3,27,2007,7-Mar,1
3/27/2007,TB,BNP,213,5,24,35,3,27,2007,7-Mar,1
3/27/2007,TB,PSK,275,4,25,35,3,27,2007,7-Mar,1
3/27/2007,TB,PSK,537,7,25,35,3,27,2007,7-Mar,1
3/27/2007,TB,PSK,537,5,25,35,3,27,2007,7-Mar,1
3/27/2007,TB,PSK,534,11,25,35,3,27,2007,7-Mar,1
3/27/2007,TB,PSK,583,3,25,35,3,27,2007,7-Mar,1
3/27/2007,TB,RSK,517,5,24,32,3,27,2007,7-Mar,1
3/27/2007,TB,RSK,529,8,24,32,3,27,2007,7-Mar,1
3/27/2007,TB,RSK,504,13,24,32,3,27,2007,7-Mar,1
3/27/2007,TB,RSK,539,9,24,32,3,27,2007,7-Mar,1
3/27/2007,TB,RSK,516,1,24,32,3,27,2007,7-Mar,1
3/27/2007,TB,AMI,685,0,24,36,3,27,2007,7-Mar,1
4/11/2007,TB,AMI,533,4,23,35,4,11,2007,7-Apr,2
4/11/2007,TB,AMI,506,4,23,35,4,11,2007,7-Apr,2
4/11/2007,TB,AMI,685,7,23,35,4,11,2007,7-Apr,2
4/11/2007,TB,AMI,692,2,23,35,4,11,2007,7-Apr,2
4/11/2007,TB,BNP,528,16,24,32,4,11,2007,7-Apr,2
4/11/2007,TB,BNP,229,13,24,32,4,11,2007,7-Apr,2
4/11/2007,TB,BNP,287,7,24,32,4,11,2007,7-Apr,2
4/11/2007,TB,BNP,513,7,24,32,4,11,2007,7-Apr,2
4/11/2007,TB,PSK,534,9,23,33,4,11,2007,7-Apr,2
4/11/2007,TB,PSK,275,7,23,33,4,11,2007,7-Apr,2
4/11/2007,TB,PSK,524,6,23,33,4,11,2007,7-Apr,2
4/11/2007,TB,PSK,537,5,23,33,4,11,2007,7-Apr,2
4/11/2007,TB,PSK,585,3,23,33,4,11,2007,7-Apr,2
4/11/2007,TB,RSK,517,6,26,30,4,11,2007,7-Apr,2
4/11/2007,TB,RSK,529,4,26,30,4,11,2007,7-Apr,2
4/11/2007,TB,RSK,539,7,26,30,4,11,2007,7-Apr,2
4/11/2007,TB,RSK,504,5,26,30,4,11,2007,7-Apr,2
4/11/2007,TB,RSK,516,6,26,30,4,11,2007,7-Apr,2
4/26/2007,TB,AMI,685,4,22.5,33.3,4,26,2007,7-Apr,2
4/26/2007,TB,AMI,692,4,22.5,33.3,4,26,2007,7-Apr,2
4/26/2007,TB,AMI,506,4,22.5,33.3,4,26,2007,7-Apr,2
4/26/2007,TB,PSK,275,8,23,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,PSK,524,7,23,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,PSK,534,7,23,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,PSK,583,8,23,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,PSK,537,4,23,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,BNP,528,13,26.1,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,BNP,287,6,26.1,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,BNP,593,4,26.1,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,BNP,213,3,26.1,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,BNP,229,2,26.1,33.6,4,26,2007,7-Apr,2
4/26/2007,TB,RSK,529,8,23.8,32.5,4,26,2007,7-Apr,2
4/26/2007,TB,RSK,517,14,23.8,32.5,4,26,2007,7-Apr,2
4/26/2007,TB,RSK,516,6,23.8,32.5,4,26,2007,7-Apr,2
4/26/2007,TB,RSK,539,7,23.8,32.5,4,26,2007,7-Apr,2
4/26/2007,TB,AMI,533,0,22.5,33.3,4,26,2007,7-Apr,2
4/26/2007,TB,RSK,504,0,23.8,32.5,4,26,2007,7-Apr,2
5/21/2007,TB,AMI,689,1,23.9,35,5,21,2007,7-May,2
5/21/2007,TB,AMI,685,4,23.9,35,5,21,2007,7-May,2
5/21/2007,TB,AMI,506,4,23.9,35,5,21,2007,7-May,2
5/21/2007,TB,AMI,533,4,23.9,35,5,21,2007,7-May,2
5/21/2007,TB,PSK,275,3,24.5,34,5,21,2007,7-May,2
5/21/2007,TB,PSK,524,2,24.5,34,5,21,2007,7-May,2
5/21/2007,TB,PSK,534,13,24.5,34,5,21,2007,7-May,2
5/21/2007,TB,PSK,537,7,24.5,34,5,21,2007,7-May,2
5/21/2007,TB,PSK,583,5,24.5,34,5,21,2007,7-May,2
5/21/2007,TB,BNP,287,4,24.5,34.4,5,21,2007,7-May,2
5/21/2007,TB,BNP,528,8,24.5,34.4,5,21,2007,7-May,2
5/21/2007,TB,BNP,229,8,24.5,34.4,5,21,2007,7-May,2
5/21/2007,TB,BNP,213,5,24.5,34.4,5,21,2007,7-May,2
5/21/2007,TB,BNP,593,6,24.5,34.4,5,21,2007,7-May,2
5/21/2007,TB,RSK,517,11,25.4,33.3,5,21,2007,7-May,2
5/21/2007,TB,RSK,539,12,25.4,33.3,5,21,2007,7-May,2
5/21/2007,TB,RSK,529,11,25.4,33.3,5,21,2007,7-May,2
5/21/2007,TB,RSK,504,12,25.4,33.3,5,21,2007,7-May,2
5/21/2007,TB,RSK,516,12,25.4,33.3,5,21,2007,7-May,2
6/7/2007,TB,AMI,689,8,28,34.3,6,7,2007,7-Jun,2
6/7/2007,TB,AMI,685,2,28,34.3,6,7,2007,7-Jun,2
6/7/2007,TB,AMI,554,13,28,34.3,6,7,2007,7-Jun,2
6/7/2007,TB,AMI,506,7,28,34.3,6,7,2007,7-Jun,2
6/7/2007,TB,AMI,533,7,28,34.3,6,7,2007,7-Jun,2
6/7/2007,TB,AMI,505,5,28,34.3,6,7,2007,7-Jun,2
6/7/2007,TB,PSK,583,5,26.5,34.1,6,7,2007,7-Jun,2
6/7/2007,TB,PSK,534,13,26.5,34.1,6,7,2007,7-Jun,2
6/7/2007,TB,PSK,502,10,26.5,34.1,6,7,2007,7-Jun,2
6/7/2007,TB,PSK,524,2,26.5,34.1,6,7,2007,7-Jun,2
6/7/2007,TB,BNP,229,7,26.4,33.9,6,7,2007,7-Jun,2
6/7/2007,TB,BNP,287,4,26.4,33.9,6,7,2007,7-Jun,2
6/7/2007,TB,BNP,528,6,26.4,33.9,6,7,2007,7-Jun,2
6/7/2007,TB,BNP,593,10,26.4,33.9,6,7,2007,7-Jun,2
6/7/2007,TB,BNP,213,4,26.4,33.9,6,7,2007,7-Jun,2
6/7/2007,TB,RSK,529,10,27,32.9,6,7,2007,7-Jun,2
6/7/2007,TB,RSK,539,10,27,32.9,6,7,2007,7-Jun,2
6/7/2007,TB,RSK,516,15,27,32.9,6,7,2007,7-Jun,2
6/7/2007,TB,RSK,504,5,27,32.9,6,7,2007,7-Jun,2
6/7/2007,TB,RSK,517,7,27,32.9,6,7,2007,7-Jun,2
6/20/2007,TB,AMI,685,7,27.7,34.7,6,20,2007,7-Jun,2
6/20/2007,TB,AMI,689,17,27.7,34.7,6,20,2007,7-Jun,2
6/20/2007,TB,AMI,506,6,27.7,34.7,6,20,2007,7-Jun,2
6/20/2007,TB,AMI,554,6,27.7,34.7,6,20,2007,7-Jun,2
6/20/2007,TB,PSK,524,2,28.6,34.3,6,20,2007,7-Jun,2
6/20/2007,TB,PSK,686,1,28.6,34.3,6,20,2007,7-Jun,2
6/20/2007,TB,PSK,502,9,28.6,34.3,6,20,2007,7-Jun,2
6/20/2007,TB,PSK,534,10,28.6,34.3,6,20,2007,7-Jun,2
6/20/2007,TB,BNP,287,6,28.7,34,6,20,2007,7-Jun,2
6/20/2007,TB,BNP,528,6,28.7,34,6,20,2007,7-Jun,2
6/20/2007,TB,BNP,213,8,28.7,34,6,20,2007,7-Jun,2
6/20/2007,TB,BNP,593,14,28.7,34,6,20,2007,7-Jun,2
6/20/2007,TB,BNP,229,4,28.7,34,6,20,2007,7-Jun,2
6/20/2007,TB,RSK,539,2,29.4,32.8,6,20,2007,7-Jun,2
6/20/2007,TB,RSK,517,3,29.4,32.8,6,20,2007,7-Jun,2
6/20/2007,TB,RSK,504,12,29.4,32.8,6,20,2007,7-Jun,2
6/20/2007,TB,RSK,529,8,29.4,32.8,6,20,2007,7-Jun,2
6/20/2007,TB,RSK,516,10,29.4,32.8,6,20,2007,7-Jun,2
7/9/2007,TB,AMI,685,4,29.1,34.7,7,9,2007,7-Jul,3
7/9/2007,TB,AMI,506,3,29.1,34.7,7,9,2007,7-Jul,3
7/9/2007,TB,AMI,689,5,29.1,34.7,7,9,2007,7-Jul,3
7/9/2007,TB,AMI,554,3,29.1,34.7,7,9,2007,7-Jul,3
7/9/2007,TB,AMI,603,3,29.1,34.7,7,9,2007,7-Jul,3
7/9/2007,TB,PSK,610,6,29.3,24.2,7,9,2007,7-Jul,3
7/9/2007,TB,PSK,686,10,29.3,24.2,7,9,2007,7-Jul,3
7/9/2007,TB,PSK,524,5,29.3,24.2,7,9,2007,7-Jul,3
7/9/2007,TB,PSK,534,8,29.3,24.2,7,9,2007,7-Jul,3
7/9/2007,TB,PSK,502,7,29.3,24.2,7,9,2007,7-Jul,3
7/9/2007,TB,BNP,593,11,,,7,9,2007,7-Jul,3
7/9/2007,TB,BNP,213,2,,,7,9,2007,7-Jul,3
7/9/2007,TB,BNP,287,3,,,7,9,2007,7-Jul,3
7/9/2007,TB,BNP,229,6,,,7,9,2007,7-Jul,3
7/9/2007,TB,BNP,528,1,,,7,9,2007,7-Jul,3
7/9/2007,TB,RSK,539,5,30.8,33.4,7,9,2007,7-Jul,3
7/9/2007,TB,RSK,517,7,30.8,33.4,7,9,2007,7-Jul,3
7/9/2007,TB,RSK,504,10,30.8,33.4,7,9,2007,7-Jul,3
7/9/2007,TB,RSK,529,2,30.8,33.4,7,9,2007,7-Jul,3
7/9/2007,TB,RSK,516,6,30.8,33.4,7,9,2007,7-Jul,3
7/20/2007,TB,AMI,585,4,30,33.1,7,20,2007,7-Jul,3
7/20/2007,TB,AMI,554,7,30,33.1,7,20,2007,7-Jul,3
7/20/2007,TB,AMI,606,3,30,33.1,7,20,2007,7-Jul,3
7/20/2007,TB,AMI,533,6,30,33.1,7,20,2007,7-Jul,3
7/20/2007,TB,AMI,603,4,30,33.1,7,20,2007,7-Jul,3
7/20/2007,TB,PSK,610,9,31.2,33.9,7,20,2007,7-Jul,3
7/20/2007,TB,PSK,524,3,31.2,33.9,7,20,2007,7-Jul,3
