"Month","Year","Quarter","Chl_a","Depth","DO","DO_p","N","pH","Phosphorus","Salinity","Secchi","Temp","MonYr","Per_Secchi"
1,2016,1,6.71745762711864,4.08888888888889,7.75261111111111,93.9891812859064,0.258014084507042,8.15616666665556,0.125842105263158,24.9048333335556,2.5140350877193,17.1714971754237,"1/2016",61.4845537757437
1,2017,1,6.59185185185185,4.26730769230769,7.44821271930702,94.0015789479532,0.139867469879518,8.00416666664912,0.111951923076923,28.6078947365789,2.75192307692308,19.280831140307,"1/2017",64.4885083370888
2,2002,1,6.30804964539362,4.0784375,7.02857396480797,NA,0.0113055555555556,7.84877454343847,0.0972575757575758,29.0010300206159,1.75523255813953,18.7004773548551,"2/2002",43.0368874879052
2,2003,1,4.9015936942959,4.37384615384615,7.36833573394188,NA,0.0298941176470588,8.01972942462004,0.14109375,25.0218861456655,2.13224702380952,18.0675694403614,"2/2003",48.7499319548431
2,2004,1,6.12481696428571,4.10151515151515,7.71950781276854,91.3374509802614,0.20175,8.03671158795644,0.0979908675799087,26.0219042834686,1.92828571428571,17.7287456625971,"2/2004",47.0139849068552
2,2005,1,5.50341919191503,3.89846153846154,7.43066632750554,95.2964052285621,0.168743119266055,8.05324890902331,0.112828947368421,27.0506145591043,2.09061855670103,17.8997875657513,"2/2005",53.6267585578402
2,2006,1,3.87033333333333,3.1597500000125,7.59248568149943,88.6971153848077,0.193684466019417,8.26415509251968,0.0943051948051948,25.921012731412,2.26976744186046,17.1908218785452,"2/2006",71.8337666540545
2,2007,1,3.05223880597015,3.70369198311392,7.30123015871958,95.0953333320667,0.174676767676768,8.12301399825022,0.0862045454545455,29.433611111164,2.39545454545455,17.2593694884039,"2/2007",64.6774774029815
2,2008,1,4.63566666666667,2.78637362637363,7.04786324785958,90.1286666667333,0.198203703703704,8.01136141634676,0.119283950617284,30.365262515116,1.90074074074074,19.7983760685226,"2/2008",68.2155732005866
2,2009,1,2.66913043478261,2.55525132274603,7.88802657002802,96.1512820510897,0.247714285714286,7.97377192982456,0.094530487804878,31.2440990338164,1.78627450980392,16.908847825913,"2/2009",69.9060203551438
2,2010,1,3.44444444444444,3.7984825870597,7.56690476192308,86.6756410255769,0.312647887323944,8.06086080584249,0.0962323943661972,27.5570370368519,2.2675,15.0653703703333,"2/2010",59.6948899469672
2,2011,1,6.23659574468085,3.32826576578378,7.38268115935598,90.6685897434615,0.348076923076923,8.18029670329762,0.0969655172413793,27.1920760868931,1.942375,17.6609120881044,"2/2011",58.3599729315061
2,2012,1,5.4,3.7517874396087,6.89878248234527,86.8224358975,0.282462686567164,8.07412940212039,0.0867461538461538,28.1775765878757,2.29315068493151,19.391527189534,"2/2012",61.1215513097053
2,2013,1,4.68808510638298,3.7918137255,7.25393459917827,92.4991453000962,0.189746666666667,8.10124999999893,0.0950434782608696,27.5461111109402,2.50441558441558,19.2728952989316,"2/2013",66.0479592542575
2,2014,1,4.4884,3.79604444445333,7.77045454545996,97.0046052630044,0.188,8.04721861468939,0.0962,26.971049783539,2.6092,18.1752705625108,"2/2014",68.7347063023059
2,2015,1,6.51770833333333,3.61143229167187,7.93069230769817,94.7121693118594,0.2015,8.04136363636941,0.122725806451613,24.1428030304545,2.23046875,17.0961363634416,"2/2015",61.76133372744
2,2016,1,5.59545454545455,4.03075555556,7.78853448274713,94.1464285717064,0.453983870967742,8.02305232556977,0.131634615384615,24.6136531006589,2.36802325581395,17.1504651165504,"2/2016",58.748867877823
2,2017,1,6.29733333333333,3.87491803278689,7.02425000002188,91.1769198308861,0.305491803278689,8.00364791667604,0.119652777777778,26.4341646093107,2.46864864864865,20.4081399174794,"2/2017",63.7084095137147
3,2002,1,4.2694475563718,3.9022,6.85893854569498,NA,0.0119,7.84831049782814,0.142586666666667,29.5207912338355,1.65176565007651,19.5180480481639,"3/2002",42.3290874398163
3,2003,1,7.31140158730476,4.54705882352941,6.74740022762584,NA,0.0244558823529412,7.98414065815707,0.138354430379747,21.9844012113586,1.90016501650165,22.7804884894055,"3/2003",41.7888813460906
3,2004,1,8.21748131930675,4.31153846153846,7.6841636912527,94.2709333347333,0.277870588235294,7.97883594644061,0.0928225806451613,25.1961398297824,1.80112403100775,19.7683458231465,"3/2004",41.774509193757
3,2005,1,6.42498611110784,3.9118115942029,7.12725127924133,91.0578431377778,0.180008928571429,8.05722887948893,0.113402777777778,27.5922939205115,1.97672955974843,21.4888278612991,"3/2005",50.5323304086996
3,2006,1,5.09166666666667,3.6553125,7.23877252253604,91.4569182403145,0.273564516129032,8.12182002316204,0.0954191176470588,28.7620254630324,2.45555555555556,20.2191491228772,"3/2006",67.1777188832844
3,2007,1,4.52739726027397,3.46648373984146,6.91437198070242,88.2787581705882,0.228985714285714,8.09698275861494,0.15965,29.4726005748276,2.13926829268293,20.5507834759259,"3/2007",61.7129187163233
3,2008,1,4.01101694915254,2.71114814815079,7.01575708062636,90.8068627453595,0.247645833333333,8.06809074073796,0.106487179487179,30.3760518519907,1.83244642857143,19.7444138890556,"3/2008",67.589313768091
3,2009,1,3.35515789473684,2.65814641743925,6.74792495853565,90.207051281282,0.19994623655914,8.02468905472139,0.0936176470588235,32.4513312759177,1.72857142857143,19.9684279836132,"3/2009",65.0292029525094
3,2010,1,3.22980392156863,4.01484615384615,7.74721238940118,95.0980769222436,0.343142857142857,8.09880952381845,0.113133802816901,29.0700589970206,2.15896103896104,16.3001934524702,"3/2010",53.7744400714531
3,2011,1,5.542,3.85650273222951,6.48202196378941,91.4378205130128,0.28244776119403,8.12653594770065,0.0995263157894737,28.2356589146899,1.85275362318841,20.8264705884706,"3/2011",48.0423262170827
3,2012,1,7.14722222222222,3.93738095238095,6.34767171715657,87.1025157234591,0.361754716981132,7.96068181818687,0.0936048387096774,29.011676923359,1.95923076923077,23.6761616160985,"3/2012",49.7597462101302
3,2013,1,5.87674418604651,3.79153439152381,8.27092444445222,100.5735449725,0.234,8.12782894738268,0.0836333333333333,28.7992192981579,2.54793650793651,18.1318399999444,"3/2013",67.2006698299392
3,2014,1,2.36944444444444,3.96048387096774,7.16218749998148,93.8652380954286,0.016,8.00663461541026,0.0796666666666667,26.3997769950704,2.67826086956522,21.0386599101802,"3/2014",67.6245872176923
3,2015,1,5.36579710144928,4.07424242424242,6.98139351852778,93.0190821261353,0.319883333333333,7.98218518519907,0.138516949152542,23.8281435183796,2.172,22.2405972220833,"3/2015",53.3105243584976
3,2016,1,4.81,4.19281609194828,7.12095890411872,90.8648989908586,0.316319444444444,8.04497260273516,0.140893939393939,24.0576621007306,2.25194029850746,21.1673561641553,"3/2016",53.7094937894367
3,2017,1,4.47067796610169,3.93089371981159,7.09160493831276,93.2657142867965,0.284803571428571,8.11575308641975,0.146732394366197,29.1071416667917,2.3922972972973,20.6261728397119,"3/2017",60.8588648744225
4,2002,2,7.90662836700673,4.10780821917808,6.19691034014984,NA,0.00993939393939394,7.96379982028619,0.164486486486486,29.843263778046,1.84560041407868,25.0174478628148,"4/2002",44.92907934363
4,2003,2,7.22318272569444,4.5921568627451,6.7508365766701,NA,0.0193,8.04370037827622,0.146571428571429,23.6994327431695,1.61542207792208,24.0339376374049,"4/2003",35.1778505439906
4,2004,2,5.418080078125,4.05933333333333,6.85850401694693,88.8844444446405,0.222491666666667,8.01435498100058,0.104277108433735,27.7067420144395,1.59928961748634,22.3075638863112,"4/2004",39.3978391563394
4,2005,2,8.1627484375,3.74366666666154,6.81509687636086,89.6740000001333,0.19731,8.08839755355658,0.119864864864865,25.5635174529115,1.31176870748299,21.8865562902366,"4/2005",35.0396769873953
4,2006,2,4.18829113924051,3.72903921568235,6.22363137254804,87.0316666665833,0.3249765625,8.17060084033684,0.115297101449275,29.6956417445717,2.31172839506173,24.6447717086905,"4/2006",61.9926008109496
4,2007,2,5.07375,3.34198630134247,7.09668333333611,87.1290849683007,0.2852,8.07096111111111,0.104725490196078,29.9349555556944,1.52637362637363,22.6332947660055,"4/2007",45.6726476036268
4,2008,2,5.70395604395604,2.6994224137931,6.45278999999333,84.6287581706536,0.23666,8.01558249157912,0.107338028169014,29.7891266668667,1.8863,23.2166833333333,"4/2008",69.8779113028649
4,2009,2,5.4759756097561,2.97024038461538,6.22982075474528,85.7352564098718,0.342521276595745,7.92917138367296,0.121861111111111,33.0281383647484,1.3577380952381,22.6890887851713,"4/2009",45.7113876126194
4,2010,2,4.70890625,4.09149509804412,6.75352631575439,86.363522012327,0.399339285714286,7.99791111108889,0.1091171875,24.8512236839035,1.79902777777778,22.7817111110667,"4/2010",43.9699360421519
4,2011,2,7.51490566037736,3.58047619048052,5.80777422876747,85.4636363640606,0.4235,8.09099779614855,0.0951454545454545,26.7530657929757,2.060625,25.3275184571791,"4/2011",57.5517023539669
4,2012,2,5.81508771929825,3.87957207209459,6.67586046511628,91.1606918241509,0.338267857142857,8.0537777777931,0.107885897435897,30.5443984672797,2.11,24.9843682168992,"4/2012",54.3874417278399
4,2013,2,6.42328767123288,4.20358208955224,6.82668154762798,99.0797777760889,0.207066666666667,8.05436936938138,0.0978133333333333,29.037574405,2.22960526315789,23.9237425595536,"4/2013",53.0406024114398
4,2014,2,3.55058823529412,4.19905172413793,6.80654929576056,95.1657738090179,0.006,8.08701025642564,0.0944166666666667,25.964712120846,2.63571428571429,22.5133383838258,"4/2014",62.769274085458
4,2015,2,7.03721518987342,3.86446859902899,6.4008122363044,91.3528138525108,0.344661290322581,7.96306962023568,0.116795774647887,25.2615416667143,1.91342105263158,26.0850104165417,"4/2015",49.5131737676005
4,2016,2,13.084126984127,4.41029411764706,7.26683691758423,90.9398009950249,0.309405405405405,8.03456989246595,0.141745901639344,27.6360552535145,2.78133333333333,23.9580434780797,"4/2016",63.0645770812493
4,2017,2,5.64032258064516,4.22855072463768,6.66816885964035,92.8118421049123,0.319035714285714,8.08275406504878,0.22318,29.4866361787398,2.7168,23.3251948053247,"4/2017",64.2489632244576
5,2002,2,7.33782807017895,4.26328125,5.79520100298388,NA,0.00887931034482759,8.00735151172169,0.130357142857143,30.8606388044078,1.92764705882353,27.8892008778038,"5/2002",45.2151041835096
5,2003,2,7.20529025900676,4.07159090909091,6.21258721068212,NA,0.0280919117647059,8.10312588876659,0.148368852459016,26.2941723448284,1.90448529411765,28.4907685512598,"5/2003",46.7749667547734
5,2004,2,9.02299338626984,4.26119402985075,6.5625583453569,87.9235294111765,0.222401709401709,8.10102944524669,0.122263157894737,28.3265803388344,1.80986111111111,25.4834437789854,"5/2004",42.4730978789648
5,2005,2,6.54398183760399,3.53207865167416,6.4192531631401,93.9246666669333,0.237747126436782,8.06734949389303,0.124886363636364,26.6550083076807,1.96574803149606,25.3376325339268,"5/2005",55.6541409564684
5,2006,2,5.25011363636364,3.30438271603704,6.09337457046735,81.5406666666667,0.306819444444444,7.87331313131987,0.12744578313253,30.6261700679592,2.12559523809524,26.1576870748299,"5/2006",64.3265450996087
5,2007,2,5.22,3.79644578313253,5.70216131909269,86.1833333335333,0.18631,8.05059870549515,0.105491071428571,31.8472808971093,2.11602564102564,25.0639423358841,"5/2007",55.7370172498463
5,2008,2,4.85325203252033,2.63902116402381,5.84902133334133,87.597999999,0.20234954954955,8.04794489245968,0.17566814159292,31.7998360214247,1.90464912280702,26.3105093332,"5/2008",72.1725596130851
5,2009,2,5.66901234567901,3.70283333332857,5.99778333332,89.6076923095513,0.350623376623377,8.12668000002,0.111294117647059,33.6147500001,1.75896551724138,27.4084333334,"5/2009",47.5032322251512
5,2010,2,10.110752688172,3.65037280702632,5.84988993709748,88.3378205121154,0.433641791044776,8.00452830190566,0.129994117647059,26.007201257956,1.53142857142857,27.8564761905079,"5/2010",41.9526621631863
5,2011,2,8.87460526315789,3.6299166666625,6.32248028674283,90.2259259259877,0.319476923076923,8.12960106382181,0.109070175438596,27.6108421983599,1.74279569892473,27.2670071683423,"5/2011",48.0120030008053
5,2012,2,6.39030303030303,3.61087962961111,5.78006704980364,83.9163522010692,0.341283018867925,8.0579249390485,0.0758397435897436,31.1670559041249,1.90365853658537,27.0885192838034,"5/2012",52.7200774286233
5,2013,2,8.47784810126582,3.8261904762,7.32882178218152,111.736625514486,0.305737704918033,8.05046999998917,0.107246666666667,29.8413036304125,2.07407407407407,26.5672112208581,"5/2013",54.2072875612285
5,2014,2,7.03539682539683,4.27027322404918,6.52753777775889,94.2596396388851,0.374442307692308,8.11668018017568,0.115951388888889,26.2714549021471,2.36,26.269081395562,"5/2014",55.2657845570403
5,2015,2,6.31268292682927,4.01509523808571,6.18547619047619,91.6953252033566,0.407724137931034,8.00614583332688,0.124565789473684,27.3475263157594,2.18134146341463,27.7492881942708,"5/2015",54.328511132768
5,2016,2,6.48125,4.06949771690411,6.9811666666558,95.3471264360536,0.286805555555556,8.08694444443567,0.1479375,28.0955847952412,2.50058139534884,26.8242178361038,"5/2016",61.4469295550107
5,2017,2,7.2706976744186,4.06164179104478,6.40290038872267,96.2131789649464,0.22087037037037,8.05100364431572,0.109109756097561,30.8921477665292,2.03963855421687,27.2284533628486,"5/2017",50.2170959219969
6,2002,2,7.6982380952381,4.26081967213115,5.55898571130843,NA,0.00874285714285714,7.96550929734719,0.106293103448276,32.1794446587112,1.93653846153846,28.7093861471842,"6/2002",45.449904256799
6,2003,2,11.9438467261875,4.39848484848485,5.66905794088759,NA,0.0165822784810127,8.01113898205651,0.158232558139535,23.3299150057178,1.69793650793651,28.9565186311724,"6/2003",38.6027590505717
6,2004,2,11.1200822649601,4.43387096774194,5.74230804132848,84.5194444433987,0.232587301587302,8.11034395424646,0.12496336996337,29.0082219440046,1.66646074646075,30.1774970967984,"6/2004",37.584782204644
6,2005,2,11.6316718289115,3.70485596708642,5.82437641302401,87.5733333326667,0.219252336448598,8.06508733522875,0.171931818181818,25.7156433507528,1.96450724637681,28.9126868317198,"6/2005",53.0251989235021
6,2006,2,6.60882352941176,3.97046296295833,5.58184426229235,84.2423076922436,0.30455223880597,8.10234384384384,0.136267605633803,31.2321775068835,2.39655172413793,29.1301707316531,"6/2006",60.3595033248288
6,2007,2,7.23518518518518,3.59672690762651,5.91115757576667,90.6519607841176,0.203272727272727,8.05917431193884,0.102155737704918,30.5579772726667,2.03635514018692,28.3797232417125,"6/2007",56.6168962083005
6,2008,2,8.95201612903226,3.03768292682927,5.76011332840872,83.5419999987333,0.254736363636364,8.00076558265041,0.134380733944954,31.4663500862552,1.71504132231405,29.3639654742524,"6/2008",56.4588656428408
6,2009,2,12.0142857142857,3.00165191738053,6.34913419916118,85.6955128196154,0.390976470588235,8.02266295026987,0.143005555555556,31.2901810965541,1.76,30.0515394512564,"6/2009",58.6343802827048
6,2010,2,9.29354838709677,3.68620614034211,5.7423369565471,80.6855345925157,0.351984375,8.09448717947619,0.150317647058824,27.4722777780741,1.75934065934066,30.9953113554579,"6/2010",47.7276796890523
6,2011,2,11.4886363636364,3.73935897434615,5.69662919521163,85.6234567901852,0.341338709677419,8.13090501789964,0.103032258064516,29.1353193223623,1.46225806451613,29.8637512220039,"6/2011",39.1045116167755
6,2012,2,11.5019298245614,4.40588235294118,6.21382876959985,88.5393939385859,0.262161290322581,8.16757427937916,0.118892307692308,28.5723732445602,1.75676056338028,28.3314549105111,"6/2012",39.8730701968822
6,2013,2,10.4925,3.96558823529412,5.76280487807825,88.8731707316667,0.32,8.0833536585315,0.129361111111111,27.747936991748,1.72777777777778,29.5738414633028,"6/2013",43.5692682967029
6,2014,2,11.4016393442623,4.29850746268657,5.85006410257265,89.2510822505195,0.345326923076923,8.09502136755983,0.14994262295082,27.3468831170996,2.31157894736842,29.2024675325108,"6/2014",53.7763157894737
6,2015,2,10.2934146341463,3.85457142857143,5.90136382114286,90.7243750000833,0.234493827160494,7.96651626017538,0.135842465753425,26.5133048781243,2.18814814814815,29.7429227643554,"6/2015",56.7676118784265
6,2016,2,15.7448684210526,4.02806372548529,5.7377932098696,82.0841772156646,0.364171052631579,8.02877314813657,0.186739436619718,26.9793632076808,1.697625,29.8860493826466,"6/2016",42.1449390003251
6,2017,2,9.19782608695652,4.56206896551724,5.5188194444537,85.1534976525352,0.363307692307692,7.98365740741667,0.123438461538462,29.6829201879343,2.20029850746269,28.9761807511737,"6/2017",48.2302771855011
7,2002,3,11.3322632275159,4.1489010989011,5.24962682718635,NA,0.0157565066666667,8.00739469994374,0.146052083333333,29.8424338402726,2.00795107033639,29.4634183060675,"7/2002",48.3971784930768
7,2003,3,15.9451857142857,4.72982456140351,5.63695955830159,NA,0.0208975,8.099359178751,0.204746196576923,20.8959282348177,1.48256011315417,29.9873312124439,"7/2003",31.3449282083783
7,2004,3,10.6338384879691,4.10461538461538,5.57726101928637,81.2406535945752,0.264734045977012,8.059831967207,0.108644359201149,27.6780855451769,1.96079545454545,27.6574480848262,"7/2004",47.7705039525692
7,2005,3,8.46415384615385,3.93920187794366,5.54387445887446,86.5136666658,0.3292316,7.96260964910234,0.205026756578947,23.1240909090188,2.04368421052632,30.5305411254545,"7/2005",51.8806670449994
7,2006,3,9.9931052631579,3.70055555555128,5.92082451499118,85.9801886804402,0.275436802469136,8.2431944444387,0.157385704369048,30.1372482637847,2.32191011235955,30.5394711111644,"7/2006",62.7449062040537
7,2007,3,11.1702702702703,4.11027777777273,5.22588888890222,83.9090000002,0.305670588235294,8.06057777776445,0.149730769230769,31.5369888887111,1.85833333333333,31.0352308559459,"7/2007",45.2118672704482
7,2008,3,12.6865957446809,2.99036515151818,5.30436917562007,81.0552287570588,0.306648148148148,8.10062724016487,0.235140243902439,30.1413723404255,1.69516129032258,29.8318608059341,"7/2008",56.6874346252317
7,2009,3,23.558,3.10490384613462,5.41679126213916,86.3842767296226,0.311323655913978,8.13044607843137,0.214442028985507,27.6503578430065,1.74833333333333,30.4006486927124,"7/2009",56.3087754073249
7,2010,3,10.672972972973,4.49271505375806,5.4533139535,83.720754718239,0.327,8.22454022989655,0.156275362318841,25.3645593868199,1.91324324324324,29.8723946360153,"7/2010",42.5854571311585
7,2011,3,17.4383636363636,3.85943661971831,5.70844012413992,88.0493589736539,0.383575,8.11529937933151,0.112127118644068,28.4703598485146,1.81197183098592,30.3692451623877,"7/2011",46.9491278008904
7,2012,3,11.188829787234,3.53305907175949,5.35044057970942,73.4428160911494,0.340693548387097,7.89649999998677,0.114670588235294,26.884076115643,1.68602150537634,29.9756351704593,"7/2012",47.7212939589117
7,2013,3,11.8345333333333,4.22177083332812,5.87872727271496,85.9088888895222,0.418225806451613,8.05210344829406,0.14236231884058,26.247731060464,1.83933333333333,29.3189540231897,"7/2013",43.5678156382387
7,2014,3,12.7539473684211,3.93356770832813,5.49928418802137,86.1160087717982,0.376923076923077,8.0365384615641,0.148833333333333,27.0324025974459,1.87298701298701,30.4512770564069,"7/2014",47.6154766326136
7,2015,3,11.2186666666667,4.46431693988525,5.59199561402193,85.55479452,0.263651515151515,7.94460526315789,0.161691176470588,24.5174122809649,1.98030303030303,30.2491337718421,"7/2015",44.3584776118949
7,2016,3,11.7729032258065,4.29723163842373,5.78428303304655,87.1027777777222,0.383516666666667,8.06973333331444,0.183393442622951,25.1749740742407,2.50564516129032,31.5785322824062,"7/2016",58.3083569171854
7,2017,3,6.21903225806452,1.68838194441667,5.47668997494348,85.4136649651431,0.0139272727272727,8.26984335839511,0.158519736842105,28.1199451127293,2.35246753246753,31.193174311005,"7/2017",139.332663456094
8,2002,3,12.9471233674253,4.15984615384615,5.03546512860839,NA,0.0177045454545455,7.93174655032738,0.144444444444444,27.3956582687388,1.89024261603376,30.1249226135712,"8/2002",45.440204904839
8,2003,3,16.5294463075881,4.84117647058823,6.08373047597477,NA,0.0196811594202899,8.07848275514379,0.229428571428571,20.5326604595005,1.42686335403727,28.0879777599257,"8/2003",29.4734836192388
8,2004,3,15.760339456711,4.33461538461538,5.34339605961975,75.848692810719,0.234398319327731,8.01354033845364,0.152088353413655,20.6560703205539,1.4531862745098,29.7288659291778,"8/2004",33.5251491901108
8,2005,3,11.5480519480519,3.66525114154795,5.20502091504837,81.6266666664667,0.402549295774648,8.04347932816925,0.231883116883117,22.9561712416732,2.01845238095238,31.2552545220801,"8/2005",55.0699611841585
8,2006,3,12.1384615384615,3.45562189055224,5.60432234434066,84.1294871791667,0.339082191780822,8.11857053683645,0.17562987012987,28.0180617282099,1.88684210526316,31.0643024692469,"8/2006",54.6020995648232
8,2007,3,9.42391304347826,3.25228915662651,5.10176449275725,84.7523333334,0.358115942028986,8.00011231884783,0.135833333333333,29.7949094201812,1.61781609195402,30.6389390680287,"8/2007",49.7439192532355
8,2008,3,14.1027559055118,4.75649122810526,5.81767777780711,85.2459999987333,0.328026785714286,7.93477733685538,0.297806306306306,28.7322442680511,1.86577586206897,29.6226300706261,"8/2008",39.2258867428248
8,2009,3,22.0171818181818,2.83122792021368,5.14788753801047,79.7948717936538,0.408455882352941,8.19579040908853,0.218477272727273,28.2378973322898,1.608,30.5841388043634,"8/2009",56.7951449093736
8,2010,3,16.4366197183099,3.62511737088732,5.95869047616964,79.825471699434,0.481777777777778,8.1828678678949,0.16863768115942,26.8133779761905,1.45743243243243,31.0522222222222,"8/2010",40.2037308953584
8,2011,3,21.101724137931,3.62460093897183,5.39316666668039,83.1194968559748,0.359676056338028,8.18532263811382,0.14772,25.6996140820651,1.78573170731707,30.9908847402994,"8/2011",49.2669879356049
8,2012,3,13.9961538461538,3.70120000001333,5.15150111642568,70.0127777776667,0.267190476190476,7.9780430622071,0.156102739726027,23.9395385102746,1.46024096385542,30.3401059043361,"8/2012",39.4531763711813
8,2013,3,20.14546875,4.9144262295082,5.18870646764179,78.430687830582,0.438709677419355,8.00671830983568,0.18819298245614,23.1315196076961,1.75859375,30.7717999998095,"8/2013",35.7843147474815
8,2014,3,17.5265573770492,4.08780555555,4.56210585588176,73.0687830687698,0.383586206896552,8.01899774775225,0.176717741935484,25.740844594527,2.00746031746032,30.9985555556222,"8/2014",49.1085079801507
8,2015,3,20.3407101449275,4.43905472635821,5.75283333332789,84.999502487747,0.297844444444444,7.97744131455801,0.238375,18.1888732396781,1.49057971014493,29.4720595237211,"8/2015",33.578763994374
8,2016,3,12.196,4.69484567901852,5.73226666662667,84.3191256831694,0.331235294117647,8.10214444444889,0.181333333333333,24.8547703705037,2.6959375,30.0416629631852,"8/2016",57.4233464594644
8,2017,3,15.7403846153846,2.72134848481818,5.44051014491594,76.4019409282278,0.0175384615384615,8.05059275364058,0.2049,27.0615855072174,1.38809523809524,30.7640028986957,"8/2017",51.0076252945598
9,2002,3,22.0270057471303,4.29346774193548,109.313806992525,NA,0.0175166666666667,8.09906065394862,0.141803278688525,26.2441013802078,1.80019590114527,29.5799806867645,"9/2002",41.9287161182617
9,2003,3,15.7021791666667,4.5972602739726,6.23170781602104,NA,0.0254871794871795,8.07899121058466,0.253138888888889,20.9432785659313,1.5066393442623,28.5541137707771,"9/2003",32.7725483108306
9,2004,3,15.5132384551218,3.99556962025316,5.91085570221594,76.2725490195425,0.343344,7.96102920982973,0.568394308943089,18.7477193805361,1.47484882841761,27.6017591921753,"9/2004",36.9121043703442
9,2005,3,11.4681818181818,3.7548125,5.83349392361458,88.440666665,0.344225352112676,8.05370175438597,0.211129032258065,24.6875477430903,2.02526315789474,28.9904340278819,"9/2005",53.9377973705674
9,2006,3,14.5561946902655,3.26362542954639,5.74185748793237,79.3271929825439,0.27237037037037,8.15554744523844,0.191298165137615,25.8919927007543,1.57276785714286,28.5495869565399,"9/2006",48.1908200280648
9,2007,3,14.4191919191919,3.48638888886905,5.59571111110778,84.3265306127211,0.264347826086957,8.03862777776444,0.151843023255814,29.3958500000333,1.4540404040404,29.5843388887889,"9/2007",41.7062023310911
9,2008,3,10.1924752475248,2.66669669669369,6.07264262598243,85.8206666666667,0.232776785714286,8.12600915749313,0.164539772727273,37.7704706990156,1.95191919191919,28.652207875554,"9/2008",73.1961454161353
9,2009,3,17.4216822429907,2.69239583330357,5.07077543729508,68.8391025644872,0.457414285714286,8.07406319289178,0.206326086956522,25.6712884947573,1.90280373831776,29.9347012811308,"9/2009",70.6732537163013
9,2010,3,11.2807692307692,3.82620000002667,5.32907552085417,70.6188679242138,0.3865,8.09244791666927,0.154656976744186,25.2247900262467,1.55043010752688,29.4073046874219,"9/2010",40.5214078593925
9,2011,3,20.6321428571429,3.97918981480556,5.24507513662637,75.7127272722424,0.263061728395062,8.01599180328962,0.120096385542169,24.4337561982645,1.38850574712644,29.2147920109986,"9/2011",34.8941822770092
9,2012,3,14.7948863636364,3.52085470084615,5.7890671870049,77.4111111102222,0.370352941176471,7.98680593815526,0.14794375,21.388430302897,1.44238636363636,28.9610196967614,"9/2012",40.9669380360888
9,2013,3,18.2623287671233,5.05583333333871,6.30352861951936,80.735745614079,0.37864406779661,8.06441125540801,0.170673611111111,20.3882337661364,1.76105263157895,29.6187456143421,"9/2013",34.8320942457968
