"Year","Month","PV","Tempadj","Saladj","PerSecadj","CHlaadj","DOadj","DOpadj","Nadj","pHadj","Phosadj","FBCAdj","BFDM_Adj","SFDM_Adj"
2007,2,0.279,24.2503988657726,29.8422644659955,78.0568324962706,7.52307642159078,6.86022920071642,90.081569778586,0.206953659872393,8.10814352241042,0.121108601379096,12.5387724537037,71556.5602569444,3.09743136212101
2008,2,0,26.8057354891653,31.3064235013048,79.8258803950732,9.1065042822873,6.60686228985643,85.1149031132526,0.230480595899329,7.99649094050696,0.154188006541835,14.3407724537037,32260.7702569444,3.23881159333074
2009,2,0,23.7076380345272,32.5191750939884,77.3377706390184,7.13996805040324,7.44702561202486,91.137518497609,0.279991177909911,7.95890145398476,0.129434543729429,15.5377724537037,29860.6102569444,3.05767721965128
2010,2,0.041,20.1892326400707,29.4956440955061,72.2322054349301,7.91528206006508,7.12590380391992,81.6618774720962,0.344924779519569,8.04599033000269,0.131136450290748,13.5597724537037,32981.7102569444,3.0166905173252
2011,2,0,24.0036701656229,29.7631636205267,70.7314135938663,10.7074333603015,6.94168020135282,85.6548261899808,0.380353815272549,8.16542622745782,0.13186957316593,10.5837724537037,61015.3102569444,2.89136199409957
2012,2,0,26.8856443830044,30.1392472043513,57.4288694496325,9.87083761562064,6.45778152434211,81.8086723440193,0.31473957876279,8.05925892628059,0.121650209770705,14.9987724537037,51745.8502569444,2.95538514021213
2013,2,0,26.2429951043698,31.1568477992169,72.6587400885753,9.15892272200361,6.81293364117511,87.4853817466154,0.222023558862292,8.08637952415913,0.12994753418542,11.8477724537037,53225.6902569445,2.64476091692864
2014,2,0,25.2775160694928,29.3526504688496,72.5021136125995,8.95923761562064,7.3294535874568,91.9908417095237,0.220276892195626,8.03234813884959,0.131104055924551,11.2107724537037,42968.9602569444,2.5801470804035
2015,2,0,21.6712823032915,27.4385270923074,65.5820939918332,10.988545948954,7.48969134969501,89.6984057583787,0.233776892195626,8.02649316052961,0.157629862376164,9.3857724537037,34622.3602569444,2.64206882808381
2016,2,0,23.6484466798459,27.8072854607429,66.0258610670247,10.0662921610752,7.34753352474397,89.1326650182256,0.486260763163368,8.00818184972997,0.166538671309166,10.0907724537037,31408.4602569444,2.97045811328522
2017,2,0,27.2606174136437,29.6008745484022,73.1222985516372,10.768170948954,6.58324904201872,86.1631562774054,0.337768695474314,7.98877744083624,0.154556833702328,15.0067724537037,57788.8602569444,2.98606043029169
2003,3,0.176,26.5443680811072,25.1011806696422,68.8364045222577,11.4720359210072,6.37315040387619,87.5210140870483,0.0504997379368802,7.98314521541934,0.166762213229051,19.5443918981481,46910.8974513889,3.08753552570864
2004,3,0,23.7132967479777,26.7320499788542,63.9042184460909,12.3781156530092,7.30991386750305,89.260487788111,0.303914443819233,7.97784050370288,0.121230363494466,16.3543918981481,73680.6674513889,2.94309787903643
2005,3,0.255,23.961037767054,29.2301270242187,60.3456290535622,10.5856204448103,6.75300145549169,86.0473975911554,0.206052784155368,8.0562334367512,0.141810560627082,11.3683918981481,60117.8474513889,2.7248145253144
2006,3,0.342,22.8636983978431,30.7899927954791,81.5308232908546,9.25230100036913,6.86452269878639,86.4464726936921,0.299608371712971,8.12082458042431,0.123826900496363,16.9073918981481,92092.8474513889,2.71364405302676
2007,3,0.519,23.8111822410341,29.2802803513767,78.798423207374,8.68803159397643,6.54012215695277,83.2683126239659,0.255029569869653,8.09598731587722,0.188057782849305,11.6043918981481,52988.2974513889,3.05879882425947
2008,3,0,23.7846641142656,31.1970059899583,78.9532873999246,8.171651282855,6.64150725687671,85.7964171987371,0.273689688917272,8.06709529800024,0.134894962336484,19.4833918981481,28886.3374513889,3.31648760777872
2009,3,0.415,25.1666711615444,32.1129790352551,73.0565653254671,7.5157922284393,6.37367513478601,85.1966057346597,0.225990092143079,8.02369361198367,0.122025429908128,11.0203918981481,26269.6174513889,3.17403488258314
2010,3,0,20.3292205626396,29.6606762291399,65.1125172182723,7.39043825527109,7.37296256565153,90.0876313756212,0.369186712726796,8.09781408108073,0.141541585666206,12.7153918981481,30898.9574513889,3.05471801383661
2011,3,0,24.2590257973064,30.2268095213079,70.1131269577537,9.70263433370246,6.10777214003976,86.4273749663905,0.308491616777969,8.12554050496293,0.127934098638778,10.9083918981481,51468.7774513889,2.79951205791188
2012,3,0.398,27.7005379777871,30.2981518589758,56.3551702876108,11.3078565559247,5.97342189340692,82.0920701768368,0.387798572565071,7.95968637544914,0.122012621558982,15.1493918981481,54446.0974513889,2.98635054078551
2013,3,0,21.1950438363767,31.6419230463752,74.5256320975153,10.037378519749,7.89667462070257,95.5630994258777,0.260043855583939,8.12683350464495,0.112041116182638,8.22739189814815,45906.6074513889,2.90539499131795
2014,3,0,24.5817871248279,28.8422018948315,74.1709241247252,6.5300787781469,6.78793767623183,88.8547925488062,0.042043855583939,8.00563917267253,0.108074449515971,12.0893918981481,36630.0974513889,2.40562404475041
2015,3,0,26.5160891141128,27.4563851564861,65.5638926951278,9.52643143515173,6.60714369477813,88.0086365795129,0.345927188917272,7.98118974246135,0.166924732001847,9.01639189814815,36005.5074513889,2.84834462944604
2016,3,0,26.1461352518154,27.1711444476616,69.3300440772641,8.97063433370246,6.74670908036907,85.8544534442362,0.342363300028383,8.04397715999743,0.169301722243244,11.8953918981481,36903.3974513889,2.8884304600375
2017,3,0,23.7755435895938,30.7292175640254,78.3713962864236,8.63131229980415,6.71735511456311,88.2552687401742,0.31084742701251,8.11475764368203,0.175140177215502,11.3183918981481,61833.1574513889,3.07012391744975
2003,4,0.37,24.5665280327171,26.2352946934358,59.963019153635,10.1923666499421,6.56166250437575,86.7800272173815,0.0197798985612229,8.04805011876538,0.167978639345549,16.005905787037,45126.6496458333,3.16035137398754
2004,4,0.929,22.5283411571703,28.2389493290708,57.1480134598095,8.3872640023727,6.66932994465258,86.5074957569361,0.22297156522789,8.01870472148974,0.125684319207855,18.398905787037,63311.3196458333,2.93490072342489
2005,4,0.602,22.142837359133,27.6173370483068,59.8939323753374,11.1319323617477,6.62592280406651,87.2970513124289,0.197789898561223,8.09274729404573,0.141272075638985,14.351905787037,73375.8096458333,2.69611921914677
2006,4,0,26.4719450683599,31.3333991941369,74.4203942871146,7.15747506348821,6.0344573002537,84.6547179788789,0.325456461061223,8.17495058082599,0.136704312223396,14.449905787037,90776.3496458333,2.6659156117566
2007,4,0.778,23.0078539800202,28.9955338775455,60.7020843501198,8.0429339242477,6.90750926104177,84.7521362805962,0.285679898561223,8.07531085160027,0.126132700970199,11.939905787037,50340.8596458333,3.03315807630151
2008,4,0.477,23.4429008806813,31.7884749886177,82.2380495330722,8.67313996820374,6.26361592769899,82.2518094829492,0.237139898561223,8.01993223206828,0.128745238943135,11.614905787037,18714.9696458333,3.38962704656401
2009,4,0.477,23.255770273267,32.2429808375586,69.0547876879494,8.4451595340038,6.04064668245094,83.3583077221674,0.343001175156968,7.93352112416211,0.143268321885232,16.132905787037,28922.2896458333,3.31108570047842
2010,4,0,23.7487481028813,26.8528568304694,70.7840619027157,7.6780901742477,6.56435224346004,83.9865733246226,0.399819184275509,8.00226085157805,0.130524398274121,10.356905787037,58822.6396458333,3.04324259406604
2011,4,0,25.9883184426042,28.9204445516722,71.7749450586232,10.4840895846251,5.61860015647313,83.0866876763562,0.423979898561223,8.09534753663771,0.116552665319575,9.42590578703703,51003.1296458333,2.99050749739217
2012,4,0,25.2500766557976,30.6494442221575,68.8428147455597,8.78427164354595,6.48668639282194,88.7837431364465,0.33874775570408,8.05812751828226,0.129293108210018,18.585905787037,47869.9796458333,2.88509919125853
2013,4,0,23.8530971604581,31.1960321910177,67.1693950873596,9.39247159548058,6.63750747533363,96.7028290883845,0.20754656522789,8.05871910987054,0.119220544107454,8.48190578703704,40884.7796458333,2.68697685456658
2014,4,0,24.3978950725942,28.942934382274,83.1337309243687,6.51977215954182,6.61737522346622,92.7888251213134,0.00647989856122286,8.0913599969148,0.115823877440787,8.38990578703704,41045.4896458333,2.53324508468441
2015,4,0,27.1503977556188,28.0080158218748,76.50568076544,10.0063991141211,6.21163816401006,88.9758651648064,0.345141188883804,7.96741936072484,0.138202985422008,11.841905787037,38504.0896458333,2.94654413419066
2016,4,0,23.9869142863878,28.8786059486083,73.5647157555977,16.0533109083747,7.07766284528989,88.5628523073205,0.309885303966628,8.03891963295511,0.163153112413465,11.828905787037,37056.7396458333,2.84171234585995
2017,4,0,24.3038232833437,30.3372297445543,83.8735754938686,8.60950650489286,6.47899478734601,90.4348934172079,0.319515612846937,8.08710380553794,0.244587210774121,15.379905787037,49147.2896458333,2.84477689598418
2002,5,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6206030092593,46212.3768402778,2.99418642215074
2003,5,0.23,26.1864283184305,26.2533132117955,74.1920407757321,9.60936977428988,6.41193274838673,86.9231302560436,0.0124613910942941,8.07709038486048,0.168420515205061,13.0296030092593,58421.7568402778,2.98081871283335
2004,5,0,22.6827659322933,27.0695172087985,72.0411063378279,11.427072901553,6.76190388306152,83.3771370885245,0.206771188731298,8.07499394134059,0.142314820640781,11.7136030092593,44264.7118402778,3.14826422978244
2005,5,0.778,22.584860309764,26.8837311932217,63.0066278765796,8.94806135288711,6.61859870084471,89.3782743442814,0.22211660576637,8.04131398998693,0.144938026382408,10.7866030092593,68092.3668402778,2.71156153893204
2006,5,0,25.177189331478,30.962467233083,77.2278388946462,6.32610516584061,5.93682414363941,84.3055584501713,0.284037517056834,8.13260085650156,0.140494855806077,12.8036030092593,93741.4168402778,2.7618182192431
2007,5,0.079,22.6330152107426,31.089867487936,66.7730660232686,7.62407951528312,5.90150685679731,81.6369410108814,0.170679479329588,8.02456320158904,0.125542734174616,9.27060300925926,49119.0568402778,2.99690359637178
2008,5,0.588,23.8846320427339,31.8328117167603,71.340837204888,7.25733154780344,6.04836687104595,83.0516076763481,0.186719028879138,8.02190938855357,0.195719804338965,7.50160300925926,11952.7268402778,3.30603787200641
2009,5,0,24.9369273761672,32.2636020394313,71.7728401775878,8.07309186096213,6.19712887102462,85.0612999868993,0.334992855952965,8.1006444961139,0.131345780393103,16.5036030092593,20976.7068402778,3.11549873484549
2010,5,0.301,24.5692821380545,27.476494335026,55.8975551466053,12.5148322034552,6.0492354748021,83.7914281894634,0.418011270374364,7.97849279799955,0.150045780393103,17.4366030092593,77344.3368402778,3.15350378811921
2011,5,0,24.8745476269717,28.5449814718946,73.2938922320814,11.278684778441,6.52182582444745,85.6795336033357,0.303846402406511,8.1035655599157,0.129121838184641,13.6716030092593,46250.0968402778,2.98605902811343
2012,5,0,24.7686370180356,31.1397549914437,69.2812627793238,8.79438254558615,5.97941258750826,79.3699598784172,0.325652498197513,8.0318894351424,0.095891406335788,15.1176030092593,61095.5268402778,2.74806916417871
2013,5,0,23.2246496532296,29.6102121879209,71.7915345122931,10.8819276165489,7.52816731988613,107.190233191834,0.290107184247621,8.02443449608306,0.127298329412711,16.7826030092593,33619.4368402778,2.74975564667987
2014,5,0,23.0922514072482,27.4752878237882,72.8874496768656,9.43947634067994,6.7268833154635,89.7132473162332,0.358811787021896,8.09064467626957,0.136003051634933,13.6156030092593,50716.7768402778,2.48628352289242
2015,5,0,25.8490214732693,29.3133235305943,77.9688129647295,8.71676244211239,6.38482172818081,87.1489328807046,0.392093617260623,7.98011032942078,0.144617452219729,11.3326030092593,29450.8268402778,2.96318873276766
2016,5,0,24.9198196275191,28.9040194370019,74.8946888425175,8.88532951528312,7.18051220436041,90.8007341134017,0.271175034885144,8.06090894052957,0.167989162746044,13.0906030092593,48017.9168402778,2.97676039506223
2017,5,0,24.4552707242248,31.4189675893126,66.5131053593439,9.67477718970172,6.60224592642728,91.6667866422944,0.205239849699959,8.02496814040961,0.129161418843605,13.6486030092593,41571.9768402778,2.83835660125294
2002,6,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8581946759259,42985.3786458333,2.61907655037759
2003,6,0.573,24.2981079581602,26.3755041051205,66.6715289289156,10.6572358754185,6.30975110982892,88.2031832248388,0.00166600166693281,8.00218537343241,0.162308454951389,14.5071946759259,58499.4786458333,2.61907655037759
2004,6,0,25.1960971909732,29.1146575742639,44.4799316082738,9.83347141419116,6.3830012102698,85.524088459974,0.217671024773222,8.10139034562236,0.129039266775224,16.0681946759259,60393.7286458333,2.61907655037759
2005,6,0,22.6261920584339,26.718368277638,73.4077488653808,10.3450609781425,6.46506958196534,88.5779773492419,0.204336059634518,8.05613372660465,0.176007714993673,10.8691946759259,62983.7586458333,2.61907655037759
2006,6,0.602,23.7349340084006,31.2016353557033,81.5249010660442,5.32221267864281,6.22253743123367,85.2469517088189,0.28963596199189,8.09339023521974,0.140343502445657,11.6771946759259,90248.4286458333,2.61907655037759
2007,6,0.477,23.8197102634303,30.9195352385949,65.15359750778,5.94857433441623,6.55185074470799,91.6566048006929,0.188356450458647,8.05022070331474,0.106231634516772,10.7651946759259,64482.8786458333,4.78639388512576
2008,6,0,23.9051647130335,31.6353883120559,78.4579155583835,7.6654052782633,6.40080649735004,84.5466440153086,0.239820086822284,7.99181197402631,0.138456630756808,16.6901946759259,15048.3286458333,2.61907655037759
2009,6,0,25.2372850348689,31.9556371505386,80.0956728783155,10.7276748635168,6.9898273681025,86.7001568361907,0.376060193774155,8.01370934164577,0.14708145236741,15.3141946759259,12304.9286458333,2.61907655037759
2010,6,0,25.0758376536363,28.7133521579653,66.3423225814893,8.00693753632782,6.38303012548842,81.690178609091,0.33706809818592,8.08553357085209,0.154393543870678,11.6221946759259,59194.3986458333,2.61907655037759
2011,6,0,24.5600575869093,30.4448729301094,62.5640718786842,10.2020255128674,6.33732236415295,86.6281008067605,0.326422432863339,8.12195140927554,0.10710815487637,12.2631946759259,49347.7286458333,2.61907655037759
2012,6,0,23.0939094311629,29.1967332245417,63.7316845020709,10.2153189737924,6.85452193854117,89.5440379551611,0.247245013508501,8.15862067075506,0.122968204504162,12.8291946759259,57035.8086458333,2.61907655037759
2013,6,0,25.3817693742254,29.1511817648022,69.5964502186479,9.20588914923104,6.40349804701957,89.8778147482419,0.30508372318592,8.0744000499074,0.133437007922965,12.3981946759259,31455.8186458333,2.61907655037759
2014,6,0,24.6794157421628,28.5173214941447,81.6999739650333,10.1150284934933,6.49075727151397,90.2557262670948,0.330410646262843,8.08606775893573,0.154018519762674,8.73219467592592,66479.6786458333,2.61907655037759
2015,6,0,25.1663100247517,29.6338657079904,82.4956220095097,9.00680378337738,6.54205699008418,91.7290190166586,0.219577550346414,7.95756265155128,0.139918362565279,12.7841946759259,26049.7286458333,2.61907655037759
2016,6,0,23.9378733338973,27.1668948727687,77.9676189037923,14.4582575702837,6.37848637881092,83.0888212322398,0.349254775817499,8.01981953951247,0.190815333431573,8.99119467592593,46079.3786458333,5.03571705771587
2017,6,0,23.1829390181609,29.6520066962287,65.726954663047,7.91121523618756,6.15951261339502,86.1581416691105,0.348391415493612,7.97470379879257,0.127514358350316,19.8171946759259,34311.3586458333,2.61907655037759
2002,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1112168981482,38659.7250347222,2.93582964890088
2003,7,0.602,24.2889785600508,22.9723212342275,65.2560927688437,12.5374570095744,6.53228377961629,88.6115564993383,-0.0128329517648189,8.08227893911429,0.181650440851254,16.7242168981481,64657.4150347222,2.93582964890088
2004,7,0,21.8740369962419,29.1633998894071,78.7438806409392,7.22610978325775,6.47258524060107,84.0405008302659,0.231003594212193,8.04275172757029,0.0855486034754801,12.2482168981481,65546.2250347222,2.93582964890088
2005,7,0.954,24.3855835165561,25.711402571328,69.7239621871543,5.05642514144253,6.43919868018916,89.3135139014907,0.295501148235181,7.94552940946562,0.181931000853278,16.4122168981481,73163.4450347222,2.93582964890088
2006,7,0,24.5150485094111,32.117981248711,86.2310817666815,6.58537655844658,6.81614873630589,88.780035916131,0.241706350704317,8.22611420480198,0.134289948643378,15.2582168981481,80134.9250347222,2.93582964890088
2007,7,0.301,24.7095950484685,32.3245182278408,62.247895633212,7.76254156555895,6.12121311021693,86.7088472358907,0.271940136470475,8.04349753812773,0.1266350135051,17.3412168981481,55688.6950347222,2.93582964890088
2008,7,0.23,24.4112433567959,31.7283766203647,60.9690126439371,9.27886703996953,6.19969339693478,83.8550759927495,0.272917696383329,8.08354700052816,0.21204448817677,12.0832168981481,17188.3250347222,2.93582964890088
2009,7,0,24.6623039668517,30.3662027049885,80.8463497016504,20.1502712952887,6.31211548345386,89.1841239653133,0.27759320414916,8.11336583879466,0.191346273259838,8.99821689814815,12426.6250347222,2.93582964890088
2010,7,0.114,24.4148436051698,29.1899701435619,71.9846905635672,7.26524426826165,6.34863817481471,86.5206019539297,0.293269548235181,8.20745999025984,0.133179606593171,14.1022168981481,71873.6250347222,2.93582964890088
2011,7,0,24.2799355350227,31.9095370410759,68.9331925650998,14.0306349316523,6.60376434545463,90.8492062093446,0.349844548235181,8.09821913969479,0.0890313629183985,12.5572168981481,41887.5250347222,2.93582964890088
2012,7,0,23.9331305390585,28.1997285079735,64.1359423107771,7.78110108252272,6.24576480102412,76.2426633268401,0.306963096622278,7.87941976035006,0.0915748325096248,9.04721689814815,51659.2450347222,2.93582964890088
2013,7,0,22.888123298757,27.4648893137173,65.5258698171073,8.42680462862201,6.77405149402967,88.7087361252129,0.384495354686794,8.03502320865735,0.11926656311491,10.3812168981481,20459.1550347222,2.93582964890088
2014,7,0.176,25.2209514820323,30.8238917488749,66.9997003142947,9.34621866370973,6.39460840933607,88.915856007489,0.343192625158258,8.01945822192739,0.125737577607664,9.30921689814815,82228.3650347222,2.93582964890088
2015,7,0,24.0865465064166,30.3163965906344,64.5378674706021,7.81093796195535,6.48731983533663,88.3546417556907,0.229921063386696,7.92752502352118,0.138595420744919,12.8642168981482,16776.6550347222,2.93582964890088
2016,7,0,25.8512457616986,28.9785108206056,77.3461404565806,8.36517452109513,6.67960725436125,89.9026250134129,0.349786214901848,8.05265309367773,0.160297686897281,8.92421689814815,45279.3250347222,2.93582964890088
2017,7,0,25.208566775998,30.2676630065166,120.291627059368,2.8113035533532,6.37201419625819,88.2135122008338,-0.0198031790375462,8.2527631187584,0.135423981116436,15.6102168981481,22886.9550347222,2.93582964890088
2002,8,1.322,23.9811286063998,31.9358559703392,69.1168911674833,6.40194937443104,6.05960891760431,89.8143660167388,-0.0393721878641786,7.92585649442664,0.0923895538467249,16.9371974537037,30949.5638680556,2.93419123767026
2003,8,0.504,21.9001561795771,24.3168570657201,62.0210305246832,9.98427231459378,7.10787426497069,89.8594080610166,-0.0373955738984342,8.07259269924305,0.177373680830852,15.0611974537037,74645.4138680556,2.93419123767026
2004,8,0,23.3206002642031,26.4785619962468,67.0218633101193,9.21516546371669,6.36753984861567,82.3797111934011,0.177321586009007,8.0076502825529,0.100033462815935,12.6781974537037,79456.1638680556,2.93419123767026
2005,8,0.522,24.6962945606543,27.8786124568065,76.1317693071431,5.00287795505765,6.22916470404429,88.1576850491489,0.345472562455924,8.03758927226852,0.179828226285397,12.4671974537037,91643.0138680556,2.93419123767026
2006,8,0,24.6383185342377,31.6845577000748,76.7353384974754,5.59328754546724,6.62846613333658,90.6605055618489,0.282005458462098,8.11268048093572,0.123574979532151,13.4401974537037,88430.0938680556,2.93419123767026
2007,8,1.161,24.7239701669619,32.6696482127271,75.9729150083483,2.87873905048396,6.12590828175317,91.2833517160822,0.301039208710261,7.99422226294709,0.0837784427356138,11.0301974537037,47554.6738680556,2.93419123767026
2008,8,0,23.9541490015939,32.6649823033288,72.5305654198096,7.55758191251751,6.84182156680303,91.7770183814155,0.270950052395562,7.92888728095464,0.245751415708587,13.4381974537037,12929.2638680556,2.93419123767026
2009,8,0.498,23.6282367017959,31.8094755021148,79.4985278364173,15.4720078251875,6.17203132700639,86.325890176336,0.351379149034217,8.1899003531878,0.166422382129553,7.5711974537037,8792.46386805555,2.93419123767026
2010,8,0,23.9906117440587,29.9905491573984,62.6694874960764,9.89144572531556,6.98283426516557,86.3564900821162,0.424701044459054,8.17697781199416,0.116582790561701,14.4591974537037,61436.0638680556,2.93419123767026
2011,8,0,25.1766096697639,31.3336672103357,73.2677826828663,14.5565501449367,6.41731045567631,89.650515238657,0.302599323019304,8.17943258221308,0.0956651094022805,18.8451974537037,53060.3338680556,2.93419123767026
2012,8,0,25.0678869184489,29.0036294244405,53.3942102339878,7.45097985315955,6.1756449054216,76.5437961603489,0.210113742871752,7.97215300630636,0.104047849128308,13.7851974537037,25541.4238680556,2.93419123767026
2013,8,0.204,24.4837339661856,29.4496199731512,57.7431127554712,13.6002947570057,6.21285025663771,84.9617062132642,0.381632944100631,8.00082825393494,0.136138091858421,16.3981974537037,36398.0438680556,2.93419123767026
2014,8,0,25.0137784107586,30.8876157999,74.4385427051392,10.9813833840549,5.58624964487768,79.599801451452,0.326509473577828,8.01310769185152,0.124662851337764,14.1871974537037,52746.3138680556,2.93419123767026
2015,8,0,24.1338637281414,24.1616301224756,68.6570040455842,13.7955361519332,6.77697712232381,91.5305208704292,0.24076771112572,7.97155125865728,0.18632010940228,12.5291974537037,27066.3638680556,2.93419123767026
2016,8,0,25.1019987812068,29.4445786878884,83.1459619447961,5.6508260070057,6.75641045562259,90.8501440658516,0.274158560798923,8.09625438854815,0.129278442735614,7.6461974537037,46792.4938680556,2.93419123767026
2017,8,0,25.063168748962,31.0313195895786,77.7214346956771,9.19521062239032,6.46465393391186,82.93295931091,-0.0395382717802625,8.04470269773984,0.15284510940228,10.8051974537037,34375.2638680556,2.93419123767026
2002,9,0.161,24.7106014462624,29.9921883545057,70.9968665606567,15.0913650755671,110.0980348051,89.9327872189527,-0.0320560954559071,8.08822158327644,0.0713179008114582,13.6319196759259,38195.4477013889,2.77132447990191
2003,9,0.519,24.5726679882687,25.9167769473675,67.1937826569412,8.76653849510351,7.01593562859639,89.9583516601445,-0.0240855826353943,8.06815213991248,0.182653511011823,15.5309196759259,72658.3877013889,2.77132447990191
2004,9,0,22.9464906989679,24.8564973546699,71.263560686698,8.57759778355863,6.69508351479129,84.0880590078676,0.293771237877426,7.95019013915755,0.497908931066023,24.4189196759259,66985.0677013889,2.77132447990191
2005,9,1.322,24.1610451307621,26.8826854074921,79.7764071868096,4.53254114661866,6.61772173618994,96.2561766533251,0.294652589990102,8.04286268371379,0.140643654380998,17.2359196759259,108653.477701389,2.77132447990191
2006,9,0,23.9204045811501,30.591134014779,71.9029185155583,7.62055401870233,6.52608530050772,87.1427029708689,0.222797608247797,8.14470837456626,0.120812787260548,16.1339196759259,90893.0477013889,2.77132447990191
2007,9,0,24.361113880608,34.0047293310852,73.6606096670715,7.48355124762876,6.37993892368313,92.1420406010462,0.214775063964383,8.02778870709226,0.0813576453787476,13.7299196759259,38717.2377013889,2.77132447990191
2008,9,0,23.7433817073239,37.9237063472429,81.6055812095935,3.25683457596159,6.85687043855779,93.6361766549917,0.183204023591712,8.11517008682095,0.0940543948502063,11.2869196759259,16148.1477013889,2.77132447990191
2009,9,0,24.8046284101123,31.4141152451138,83.3774686930099,10.4860415714275,5.85500324987044,76.6546125528123,0.407841523591712,8.0632241222196,0.135840709079455,5.29391967592593,16514.4477013889,2.77132447990191
2010,9,0,24.1742634465911,29.8575326775252,60.5682124312222,4.34512855920607,6.11330333342952,78.4343779125389,0.336927237877426,8.08160884599709,0.0841715988671197,15.0199196759259,57732.8577013889,2.77132447990191
2011,9,0,24.5446737750462,30.7453490968674,63.3045996400305,13.6965021855797,6.02930294920172,83.5282372605675,0.213488966272488,8.00515273261744,0.0496110076651023,15.7309196759259,50900.7977013889,2.77132447990191
2012,9,0,24.0011209512609,27.3893528158503,58.807644186237,7.85924569207321,6.57329499958025,85.2266210985473,0.320780179053897,7.97596686748308,0.0774583721229336,9.95291967592593,24797.0577013889,2.77132447990191
