"Year","Month","Bay","MonYr","Quarter","reference","Effort","Total"
"2003",3,"MTB",Mar 2003,"1","TBM2003030612",6.67,1
"2003",3,"MTB",Mar 2003,"1","TBM2003030705",41.2,3
"2003",3,"MTB",Mar 2003,"1","TBM2003030803",0.68,4
"2003",3,"MTB",Mar 2003,"1","TBM2003030808",7.41,8
"2003",3,"MTB",Mar 2003,"1","TBM2003030809",7.41,2
"2003",3,"MTB",Mar 2003,"1","TBM2003030811",7.41,1
"2003",3,"MTB",Mar 2003,"1","TBM2003030815",0.68,1
"2003",3,"MTB",Mar 2003,"1","TBM2003031108",41.2,1
"2003",3,"OTB",Mar 2003,"1","TBM2003030402",22.09,2
"2003",3,"OTB",Mar 2003,"1","TBM2003031201",41.2,1
"2003",3,"OTB",Mar 2003,"1","TBM2003031205",1.4,1
"2003",4,"HB",Apr 2003,"2","TBM2003041101",1.4,13
"2003",4,"HB",Apr 2003,"2","TBM2003041104",22.09,2
"2003",4,"HB",Apr 2003,"2","TBM2003043215",0.68,1
"2003",4,"HB",Apr 2003,"2","TBM2003044309",6.67,4
"2003",4,"LTB",Apr 2003,"2","TBM2003040107",1.4,2
"2003",4,"MTB",Apr 2003,"2","TBM2003040106",41.2,2
"2003",4,"MTB",Apr 2003,"2","TBM2003040307",41.2,2
"2003",4,"MTB",Apr 2003,"2","TBM2003040401",7.41,1
"2003",4,"MTB",Apr 2003,"2","TBM2003040409",0.68,2
"2003",4,"MTB",Apr 2003,"2","TBM2003040412",0.68,1
"2003",4,"MTB",Apr 2003,"2","TBM2003040415",7.41,6
"2003",4,"MTB",Apr 2003,"2","TBM2003040501",41.2,3
"2003",4,"MTB",Apr 2003,"2","TBM2003040504",41.2,1
"2003",4,"MTB",Apr 2003,"2","TBM2003040602",0.68,1
"2003",4,"MTB",Apr 2003,"2","TBM2003040604",0.68,1
"2003",4,"MTB",Apr 2003,"2","TBM2003040610",6.67,2
"2003",4,"MTB",Apr 2003,"2","TBM2003040613",7.41,1
"2003",4,"MTB",Apr 2003,"2","TBM2003041002",1.4,3
"2003",4,"OTB",Apr 2003,"2","TBM2003041001",41.2,1
"2003",4,"OTB",Apr 2003,"2","TBM2003041004",41.2,2
"2003",4,"OTB",Apr 2003,"2","TBM2003041005",41.2,2
"2003",5,"HB",May 2003,"2","TBM2003053107",0.68,1
"2003",5,"HB",May 2003,"2","TBM2003054502",5.93,4
"2003",5,"HB",May 2003,"2","TBM2003054504",8.89,1
"2003",5,"LTB",May 2003,"2","TBM2003050401",1.4,1
"2003",5,"LTB",May 2003,"2","TBM2003051004",22.09,11
"2003",5,"MTB",May 2003,"2","TBM2003050103",41.2,1
"2003",5,"MTB",May 2003,"2","TBM2003050104",41.2,1
"2003",5,"MTB",May 2003,"2","TBM2003050202",1.4,3
"2003",5,"MTB",May 2003,"2","TBM2003050206",41.2,3
"2003",5,"MTB",May 2003,"2","TBM2003050307",41.2,2
"2003",5,"MTB",May 2003,"2","TBM2003050902",1.4,1
"2003",5,"MTB",May 2003,"2","TBM2003050904",22.09,5
"2003",5,"MTB",May 2003,"2","TBM2003050905",22.09,2
"2003",5,"MTB",May 2003,"2","TBM2003050906",22.09,3
"2003",5,"MTB",May 2003,"2","TBM2003051107",6.67,1
"2003",5,"MTB",May 2003,"2","TBM2003051108",6.67,2
"2003",5,"MTB",May 2003,"2","TBM2003051109",7.41,9
"2003",5,"MTB",May 2003,"2","TBM2003051110",6.67,15
"2003",5,"MTB",May 2003,"2","TBM2003051207",6.67,2
"2003",5,"MTB",May 2003,"2","TBM2003051208",6.67,2
"2003",5,"MTB",May 2003,"2","TBM2003051212",0.68,2
"2003",5,"MTB",May 2003,"2","TBM2003051213",7.41,4
"2003",5,"MTB",May 2003,"2","TBM2003051214",7.41,10
"2003",5,"OTB",May 2003,"2","TBM2003050303",1.4,1
"2003",5,"OTB",May 2003,"2","TBM2003050306",41.2,3
"2003",5,"OTB",May 2003,"2","TBM2003050703",22.09,1
"2003",6,"HB",Jun 2003,"2","TBM2003060906",22.09,2
"2003",6,"HB",Jun 2003,"2","TBM2003061205",41.2,2
"2003",6,"LTB",Jun 2003,"2","TBM2003060103",22.09,1
"2003",6,"LTB",Jun 2003,"2","TBM2003060501",41.2,5
"2003",6,"LTB",Jun 2003,"2","TBM2003060503",41.2,3
"2003",6,"LTB",Jun 2003,"2","TBM2003060506",1.4,11
"2003",6,"MTB",Jun 2003,"2","TBM2003060704",22.09,1
"2003",6,"MTB",Jun 2003,"2","TBM2003060705",22.09,5
"2003",6,"MTB",Jun 2003,"2","TBM2003060801",41.2,1
"2003",6,"MTB",Jun 2003,"2","TBM2003060803",1.4,1
"2003",6,"MTB",Jun 2003,"2","TBM2003061102",0.68,2
"2003",6,"MTB",Jun 2003,"2","TBM2003061105",7.41,8
"2003",6,"MTB",Jun 2003,"2","TBM2003061106",7.41,2
"2003",6,"MTB",Jun 2003,"2","TBM2003061107",7.41,3
"2003",6,"MTB",Jun 2003,"2","TBM2003061114",6.67,4
"2003",6,"MTB",Jun 2003,"2","TBM2003061305",0.68,1
"2003",6,"MTB",Jun 2003,"2","TBM2003061307",7.41,3
"2003",6,"MTB",Jun 2003,"2","TBM2003061308",8.15,1
"2003",6,"MTB",Jun 2003,"2","TBM2003061310",8.15,3
"2003",6,"MTB",Jun 2003,"2","TBM2003061311",6.67,5
"2003",6,"OTB",Jun 2003,"2","TBM2003060302",41.2,8
"2003",6,"OTB",Jun 2003,"2","TBM2003060602",41.2,4
"2003",6,"OTB",Jun 2003,"2","TBM2003061004",22.09,3
"2003",6,"OTB",Jun 2003,"2","TBM2003061403",41.2,14
"2003",7,"HB",Jul 2003,"4","TBM2003070804",22.09,1
"2003",7,"HB",Jul 2003,"4","TBM2003071103",41.2,3
"2003",7,"LTB",Jul 2003,"4","TBM2003070101",41.2,4
"2003",7,"LTB",Jul 2003,"4","TBM2003070102",1.4,1
"2003",7,"LTB",Jul 2003,"4","TBM2003070106",41.2,3
"2003",7,"LTB",Jul 2003,"4","TBM2003070604",22.09,1
"2003",7,"LTB",Jul 2003,"4","TBM2003071003",22.09,3
"2003",7,"LTB",Jul 2003,"4","TBM2003071004",22.09,2
"2003",7,"MTB",Jul 2003,"4","TBM2003070202",41.2,4
"2003",7,"MTB",Jul 2003,"4","TBM2003070406",6.67,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070407",7.41,7
"2003",7,"MTB",Jul 2003,"4","TBM2003070408",7.41,13
"2003",7,"MTB",Jul 2003,"4","TBM2003070409",0.68,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070412",6.67,4
"2003",7,"MTB",Jul 2003,"4","TBM2003070413",7.41,5
"2003",7,"MTB",Jul 2003,"4","TBM2003070414",0.68,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070415",0.68,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070506",22.09,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070601",22.09,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070801",22.09,2
"2003",7,"MTB",Jul 2003,"4","TBM2003070908",8.15,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070910",9.64,1
"2003",7,"MTB",Jul 2003,"4","TBM2003070913",0.68,1
"2003",7,"MTB",Jul 2003,"4","TBM2003071201",41.2,1
"2003",7,"OTB",Jul 2003,"4","TBM2003070201",41.2,1
"2003",7,"OTB",Jul 2003,"4","TBM2003070302",41.2,6
"2003",7,"OTB",Jul 2003,"4","TBM2003070305",1.4,1
"2003",7,"OTB",Jul 2003,"4","TBM2003071301",41.2,8
"2003",7,"OTB",Jul 2003,"4","TBM2003071305",41.2,1
"2003",8,"HB",Aug 2003,"4","TBM2003080104",41.2,1
"2003",8,"HB",Aug 2003,"4","TBM2003084107",7.41,2
"2003",8,"HB",Aug 2003,"4","TBM2003084110",6.67,1
"2003",8,"LTB",Aug 2003,"4","TBM2003080202",41.2,1
"2003",8,"LTB",Aug 2003,"4","TBM2003080204",41.2,5
"2003",8,"LTB",Aug 2003,"4","TBM2003080601",22.09,18
"2003",8,"LTB",Aug 2003,"4","TBM2003080602",22.09,3
"2003",8,"LTB",Aug 2003,"4","TBM2003080603",22.09,1
"2003",8,"LTB",Aug 2003,"4","TBM2003080604",22.09,1
"2003",8,"MTB",Aug 2003,"4","TBM2003080201",41.2,12
"2003",8,"MTB",Aug 2003,"4","TBM2003080402",7.41,1
"2003",8,"MTB",Aug 2003,"4","TBM2003080403",6.67,2
"2003",8,"MTB",Aug 2003,"4","TBM2003080405",7.41,3
"2003",8,"MTB",Aug 2003,"4","TBM2003080705",22.09,1
"2003",8,"MTB",Aug 2003,"4","TBM2003081001",7.41,4
"2003",8,"MTB",Aug 2003,"4","TBM2003081002",6.67,3
"2003",8,"MTB",Aug 2003,"4","TBM2003081003",7.41,7
"2003",8,"MTB",Aug 2003,"4","TBM2003081004",8.15,1
"2003",8,"MTB",Aug 2003,"4","TBM2003081005",8.15,3
"2003",8,"MTB",Aug 2003,"4","TBM2003081014",0.68,1
"2003",8,"MTB",Aug 2003,"4","TBM2003081401",1.4,17
"2003",8,"MTB",Aug 2003,"4","TBM2003081404",41.2,4
"2003",8,"OTB",Aug 2003,"4","TBM2003080501",22.09,2
